driverId,constructorId,grid,position
94,18,7,12
110,35,15,13
147,18,16,14
148,46,23,15
78,27,24,16
105,21,17,17
112,27,22,18
129,45,20,19
102,1,3,20
109,46,26,\N
103,33,25,\N
88,33,19,\N
138,25,9,\N
101,34,21,\N
139,35,18,\N
90,44,0,\N
122,41,0,\N
127,41,0,\N
133,21,0,\N
114,39,0,\N
99,39,0,\N
92,42,0,\N
149,44,0,\N
152,47,0,\N
117,6,4,1
122,41,7,2
102,1,3,3
137,22,9,4
77,1,2,5
119,3,6,6
88,33,14,7
103,33,11,8
112,27,12,9
105,21,18,10
118,32,16,11
151,32,17,12
131,34,20,13
78,27,19,14
101,34,25,15
145,22,5,16
114,39,26,17
95,6,1,18
110,35,21,\N
138,25,15,\N
127,41,10,\N
94,18,23,\N
55,25,13,\N
133,21,22,\N
123,3,8,\N
139,35,24,\N
147,18,0,\N
99,39,0,\N
148,46,0,\N
109,46,0,\N
129,45,0,\N
90,44,0,\N
149,44,0,\N
92,42,0,\N
152,47,0,\N
117,6,5,1
123,3,4,2
102,1,2,3
103,33,8,4
137,22,11,5
88,33,9,6
133,21,17,7
55,25,6,8
131,34,20,9
78,27,21,10
139,35,19,11
147,18,24,12
112,27,22,13
77,1,3,14
95,6,1,\N
122,41,10,\N
151,32,14,\N
118,32,16,\N
99,39,26,\N
105,21,25,\N
119,3,7,\N
138,25,12,\N
145,22,13,\N
110,35,23,\N
94,18,18,\N
127,41,15,\N
129,45,0,\N
101,34,0,\N
109,46,0,\N
148,46,0,\N
90,44,0,\N
114,39,0,\N
149,44,0,\N
92,42,0,\N
152,47,0,\N
102,1,1,1
145,22,9,2
77,1,2,3
117,6,3,4
119,3,5,5
123,3,6,6
122,41,10,7
118,32,16,8
133,21,18,9
78,27,22,10
55,25,8,11
109,46,25,\N
103,33,12,\N
88,33,11,\N
138,25,13,\N
137,22,7,\N
94,18,15,\N
148,46,26,\N
95,6,4,\N
127,41,14,\N
101,34,21,\N
105,21,19,\N
151,32,20,\N
131,34,17,\N
139,35,23,\N
112,27,24,\N
129,45,0,\N
147,18,0,\N
114,39,0,\N
110,35,0,\N
99,39,0,\N
90,44,0,\N
92,42,0,\N
149,44,0,\N
152,47,0,\N
123,3,1,1
102,1,4,2
137,22,9,3
119,3,2,4
118,32,11,5
103,33,12,6
151,32,18,7
127,41,17,8
133,21,26,9
139,35,13,10
78,27,25,11
105,21,22,12
99,39,24,13
112,27,21,14
147,18,23,15
77,1,3,16
95,6,5,17
145,22,7,\N
122,41,16,\N
88,33,19,\N
117,6,8,\N
55,25,6,\N
131,34,20,\N
94,18,14,\N
110,35,10,\N
138,25,15,\N
114,39,0,\N
101,34,0,\N
109,46,0,\N
148,46,0,\N
129,45,0,\N
92,42,0,\N
90,44,0,\N
149,44,0,\N
152,47,0,\N
102,1,1,1
117,6,3,2
77,1,2,3
145,22,6,4
137,22,8,5
127,41,14,6
122,41,12,7
55,25,9,8
103,33,15,9
133,21,19,10
118,32,18,11
151,32,22,12
105,21,26,13
78,27,21,14
94,18,16,15
129,45,23,16
131,34,13,17
101,34,24,\N
110,35,20,\N
123,3,4,\N
95,6,5,\N
119,3,7,\N
139,35,17,\N
138,25,10,\N
88,33,11,\N
147,18,25,\N
112,27,0,\N
99,39,0,\N
114,39,0,\N
92,42,0,\N
90,44,0,\N
149,44,0,\N
152,47,0,\N
102,1,1,1
117,6,2,2
77,1,3,3
95,6,4,4
119,3,7,5
138,25,14,6
137,22,9,7
145,22,8,8
133,21,21,9
110,35,25,10
78,27,26,11
105,21,22,12
112,27,20,13
114,39,24,\N
122,41,16,\N
88,33,18,\N
129,45,23,\N
127,41,10,\N
131,34,17,\N
123,3,6,\N
118,32,12,\N
139,35,19,\N
151,32,11,\N
103,33,13,\N
94,18,15,\N
55,25,5,\N
99,39,0,\N
147,18,0,\N
101,34,0,\N
92,42,0,\N
90,44,0,\N
149,44,0,\N
152,47,0,\N
95,6,1,1
102,1,3,2
117,6,2,3
77,1,4,4
137,22,6,5
145,22,9,6
119,3,5,7
55,25,8,8
105,21,19,9
78,27,22,10
94,18,16,11
127,41,14,12
133,21,17,13
88,33,11,14
139,35,13,15
112,27,20,\N
101,34,25,\N
122,41,12,\N
123,3,7,\N
103,33,10,\N
131,34,23,\N
151,32,15,\N
118,32,21,\N
114,39,24,\N
110,35,18,\N
138,25,0,\N
129,45,0,\N
147,18,0,\N
99,39,0,\N
92,42,0,\N
90,44,0,\N
149,44,0,\N
152,47,0,\N
117,6,2,1
95,6,3,2
145,22,9,3
123,3,7,4
119,3,6,5
88,33,15,6
78,27,20,7
127,41,12,8
114,39,23,9
105,21,25,10
118,32,10,\N
122,41,19,\N
77,1,5,\N
102,1,1,\N
137,22,8,\N
110,35,17,\N
129,45,21,\N
94,18,11,\N
112,27,13,\N
103,33,18,\N
138,25,14,\N
99,39,22,\N
131,34,24,\N
55,25,4,\N
139,35,16,\N
151,32,0,\N
101,34,0,\N
147,18,0,\N
146,21,0,\N
92,42,0,\N
90,44,0,\N
149,44,0,\N
152,47,0,\N
137,22,6,1
90,22,8,2
88,33,9,3
119,3,7,4
123,3,5,5
138,25,14,6
78,27,17,7
94,18,10,8
133,21,23,9
112,27,25,10
118,32,11,\N
65,32,12,\N
105,21,24,\N
95,6,3,\N
139,35,19,\N
103,33,18,\N
81,18,20,\N
122,41,13,\N
110,35,26,\N
127,41,16,\N
101,34,21,\N
77,1,4,\N
102,1,1,\N
117,6,2,\N
131,34,22,\N
55,25,7,\N
129,45,0,\N
99,39,0,\N
114,39,0,\N
92,42,0,\N
137,22,7,1
95,6,3,2
117,6,4,3
77,1,2,4
123,3,9,5
119,3,6,6
90,22,8,7
55,25,5,8
94,18,10,9
78,27,12,10
112,27,19,11
131,34,17,12
129,45,22,13
139,35,21,\N
102,1,1,\N
99,39,26,\N
65,32,18,\N
138,25,13,\N
122,41,14,\N
118,32,11,\N
127,41,16,\N
110,35,15,\N
103,33,23,\N
81,18,20,\N
101,34,25,\N
88,33,24,\N
105,21,0,\N
114,39,0,\N
133,21,0,\N
92,42,0,\N
18,23,1,1
22,23,2,2
15,7,20,3
10,7,19,4
4,4,10,5
3,3,5,6
67,5,13,7
7,5,17,8
16,10,16,9
2,2,9,10
21,10,15,11
17,9,8,12
20,9,3,13
9,2,4,14
8,6,7,15
13,6,6,\N
12,4,14,\N
6,3,11,\N
5,1,12,\N
1,1,18,\N
18,23,1,1
2,2,10,2
10,7,3,3
15,7,2,4
22,23,8,5
17,9,5,6
1,1,12,7
3,3,4,8
13,6,16,9
7,5,15,10
4,4,9,11
6,3,11,12
12,4,17,13
8,6,7,14
20,9,13,15
67,5,20,16
16,10,19,17
21,10,18,18
9,2,6,\N
5,1,14,\N
20,9,1,1
17,9,3,2
18,23,5,3
22,23,4,4
5,1,12,5
1,1,9,6
10,7,19,7
67,5,10,8
4,4,2,9
8,6,8,10
7,5,15,11
2,2,11,12
9,2,17,13
21,10,20,14
3,3,7,15
12,4,16,16
16,10,18,17
6,3,14,\N
13,6,13,\N
15,7,6,\N
18,23,4,1
20,9,3,2
15,7,1,3
1,1,5,4
22,23,6,5
8,6,10,6
10,7,2,7
4,4,7,8
3,3,9,9
12,4,15,10
17,9,18,11
5,1,11,12
7,5,20,13
13,6,8,14
21,10,17,15
16,10,19,16
67,5,16,17
9,2,13,18
2,2,14,19
6,3,12,\N
18,23,1,1
22,23,3,2
17,9,5,3
20,9,2,4
4,4,8,5
13,6,4,6
2,2,13,7
3,3,9,8
1,1,14,9
10,7,6,10
9,2,10,11
12,4,12,12
6,3,11,13
21,10,20,14
8,6,16,\N
5,1,18,\N
15,7,7,\N
67,5,15,\N
7,5,17,\N
16,10,19,\N
18,23,1,1
22,23,3,2
8,6,2,3
13,6,5,4
17,9,8,5
3,3,6,6
4,4,9,7
7,5,14,8
21,10,13,9
10,7,20,10
2,2,16,11
1,1,19,12
15,7,18,13
16,10,15,14
6,3,10,15
5,1,7,\N
9,2,17,\N
20,9,4,\N
12,4,12,\N
67,5,11,\N
18,23,2,1
17,9,4,2
20,9,1,3
15,7,5,4
3,3,9,5
13,6,7,6
9,2,10,7
10,7,13,8
8,6,6,9
4,4,8,10
2,2,11,11
6,3,12,12
1,1,16,13
5,1,14,14
67,5,18,15
12,4,17,16
16,10,15,17
7,5,20,18
22,23,3,\N
21,10,19,\N
20,9,1,1
17,9,3,2
22,23,2,3
13,6,11,4
3,3,7,5
18,23,6,6
15,7,4,7
8,6,9,8
10,7,8,9
21,10,16,10
6,3,5,11
12,4,14,12
9,2,12,13
4,4,10,14
2,2,15,15
1,1,18,16
16,10,20,17
67,5,19,18
7,5,17,\N
5,1,13,\N
17,9,1,1
20,9,4,2
13,6,8,3
3,3,15,4
18,23,3,5
22,23,2,6
4,4,12,7
5,1,6,8
10,7,20,9
2,2,11,10
21,10,18,11
6,3,13,12
12,4,10,13
9,2,16,14
16,10,7,15
67,5,17,16
15,7,14,17
1,1,5,18
8,6,9,\N
7,5,19,\N
1,1,4,1
8,6,7,2
17,9,3,3
3,3,5,4
5,1,6,5
10,7,13,6
18,23,8,7
15,7,11,8
6,3,9,9
22,23,12,10
2,2,15,11
12,4,14,12
9,2,18,13
21,10,16,14
153,5,19,15
67,5,10,16
20,9,2,\N
4,4,1,\N
16,10,17,\N
13,6,0,\N
22,23,3,1
1,1,1,2
8,6,6,3
5,1,2,4
3,3,7,5
4,4,8,6
18,23,5,7
9,2,10,8
17,9,9,9
16,10,12,10
2,2,11,11
21,10,16,12
15,7,18,13
10,7,13,14
154,4,14,15
153,5,19,16
69,6,20,17
6,3,17,18
67,5,15,\N
20,9,4,\N
8,6,6,1
21,10,1,2
20,9,8,3
9,2,5,4
2,2,3,5
5,1,15,6
22,23,4,7
3,3,10,8
17,9,9,9
10,7,7,10
16,10,11,11
67,5,16,12
6,3,18,13
69,6,20,14
4,4,13,\N
15,7,2,\N
18,23,14,\N
154,4,19,\N
1,1,12,\N
153,5,17,\N
22,23,5,1
18,23,6,2
8,6,3,3
16,10,2,4
4,4,8,5
5,1,4,6
2,2,15,7
20,9,9,8
21,6,14,9
6,3,17,10
10,7,16,11
1,1,1,12
67,5,19,13
15,7,11,14
154,4,12,15
3,3,18,16
24,10,7,\N
153,5,20,\N
9,2,13,\N
17,9,10,\N
1,1,1,1
10,7,6,2
4,4,5,3
20,9,2,4
18,23,11,5
22,23,9,6
5,1,8,7
9,2,7,8
6,3,10,9
8,6,12,10
3,3,3,11
15,7,14,12
21,6,17,13
24,10,19,14
153,5,16,\N
67,5,13,\N
17,9,4,\N
16,10,15,\N
2,2,20,\N
154,4,18,\N
20,9,1,1
15,7,2,2
1,1,3,3
8,6,5,4
3,3,7,5
2,2,4,6
22,23,6,7
18,23,10,8
9,2,9,9
4,4,16,10
5,1,11,11
21,6,14,12
16,10,8,13
24,10,18,14
6,3,15,15
154,4,17,16
17,9,19,17
153,5,12,\N
67,5,13,\N
10,7,20,\N
17,9,2,1
9,2,8,2
1,1,17,3
20,9,15,4
18,23,14,5
8,6,5,6
67,5,6,7
22,23,1,8
5,1,16,9
155,7,11,10
21,6,19,11
24,10,20,12
154,4,13,13
153,5,12,14
6,3,9,\N
3,3,7,\N
2,2,18,\N
16,10,3,\N
15,7,4,\N
4,4,10,\N
95,6,6,1
117,1,5,2
127,37,12,3
65,22,10,4
118,21,8,5
145,22,11,6
156,25,18,7
138,32,21,8
129,27,22,9
105,25,20,10
102,1,1,11
112,33,26,12
110,35,15,13
157,48,17,14
119,3,2,15
158,21,24,\N
146,49,25,\N
84,34,13,\N
122,37,7,\N
137,32,9,\N
78,45,19,\N
131,34,14,\N
123,3,4,\N
94,18,16,\N
77,6,3,\N
159,18,23,\N
114,33,0,\N
163,27,0,\N
148,44,0,\N
90,42,0,\N
133,35,0,\N
160,45,0,\N
161,48,0,\N
162,42,0,\N
164,39,0,\N
88,49,0,\N
140,46,0,\N
92,46,0,\N
102,1,1,1
117,1,2,2
145,22,7,3
123,3,6,4
118,21,12,5
156,25,25,6
133,35,9,7
99,39,18,8
158,21,21,9
110,35,16,10
65,22,23,11
78,45,14,12
84,34,22,\N
138,32,24,\N
159,18,15,\N
127,37,19,\N
137,32,8,\N
95,6,3,\N
119,3,4,\N
131,34,17,\N
94,18,11,\N
129,27,10,\N
77,6,5,\N
122,37,13,\N
112,33,20,\N
114,33,26,\N
105,25,0,\N
163,27,0,\N
157,48,0,\N
90,42,0,\N
92,46,0,\N
148,44,0,\N
160,45,0,\N
140,46,0,\N
164,39,0,\N
162,42,0,\N
88,49,0,\N
146,49,0,\N
161,48,0,\N
102,1,1,1
117,1,2,2
131,34,8,3
133,35,9,4
105,25,12,5
84,34,4,6
158,21,20,7
145,22,15,8
156,25,23,9
123,3,3,10
122,37,22,11
163,27,21,12
110,35,10,13
65,22,24,14
119,3,7,15
159,18,26,\N
99,39,13,\N
90,42,25,\N
112,33,17,\N
127,37,14,\N
137,32,19,\N
95,6,5,\N
162,42,18,\N
129,27,16,\N
94,18,11,\N
118,21,6,\N
157,48,0,\N
114,33,0,\N
138,32,0,\N
160,45,0,\N
140,46,0,\N
78,45,0,\N
146,49,0,\N
92,46,0,\N
148,44,0,\N
161,48,0,\N
88,49,0,\N
164,39,0,\N
102,1,1,1
119,3,5,2
105,25,7,3
145,22,13,4
117,1,2,5
99,39,17,6
158,21,24,7
129,27,11,8
84,34,20,9
131,34,9,10
137,32,26,11
157,48,23,12
133,35,19,13
163,27,25,14
65,22,18,15
94,18,22,\N
95,6,3,\N
118,21,10,\N
138,32,15,\N
112,33,16,\N
110,35,12,\N
77,6,6,\N
140,46,21,\N
123,3,8,\N
156,25,14,\N
122,37,4,\N
159,18,0,\N
127,37,0,\N
114,33,0,\N
90,42,0,\N
92,46,0,\N
148,44,0,\N
78,45,0,\N
161,48,0,\N
146,49,0,\N
88,49,0,\N
160,45,0,\N
164,39,0,\N
162,42,0,\N
117,1,2,1
119,3,14,2
158,21,17,3
157,48,26,4
65,22,25,5
123,3,16,6
99,39,24,7
110,35,13,8
156,25,21,9
77,6,8,\N
133,35,6,\N
137,32,22,\N
140,46,19,\N
159,18,20,\N
102,1,1,\N
84,34,5,\N
131,34,7,\N
95,6,4,\N
94,18,15,\N
138,32,23,\N
122,37,11,\N
127,37,18,\N
105,25,9,\N
145,22,3,\N
118,21,10,\N
112,33,12,\N
129,27,0,\N
90,42,0,\N
163,27,0,\N
114,33,0,\N
160,45,0,\N
162,42,0,\N
148,44,0,\N
78,45,0,\N
164,39,0,\N
161,48,0,\N
88,49,0,\N
146,49,0,\N
92,46,0,\N
123,3,6,1
119,3,3,2
110,35,9,3
137,32,19,4
163,27,22,5
133,35,8,6
102,1,2,7
157,48,23,8
90,42,26,\N
118,21,12,\N
156,25,14,\N
78,45,15,\N
122,37,21,\N
112,33,10,\N
140,46,18,\N
159,18,24,\N
127,37,17,\N
77,6,4,\N
99,39,25,\N
158,21,16,\N
117,1,1,\N
95,6,5,\N
131,34,7,\N
94,18,11,\N
145,22,13,\N
105,25,20,\N
138,32,0,\N
114,33,0,\N
65,22,0,\N
129,27,0,\N
84,34,0,\N
92,46,0,\N
148,44,0,\N
160,45,0,\N
146,49,0,\N
164,39,0,\N
161,48,0,\N
88,49,0,\N
162,42,0,\N
117,1,1,1
95,6,3,2
119,3,8,3
55,25,16,4
140,46,13,5
129,27,17,6
158,21,25,7
137,32,20,8
139,22,24,9
156,25,9,10
103,33,15,11
151,21,14,12
92,46,11,13
127,37,10,\N
131,34,22,\N
123,3,5,\N
138,32,19,\N
122,37,12,\N
145,22,4,\N
94,18,23,\N
112,33,7,\N
99,39,21,\N
77,6,6,\N
133,35,26,\N
163,27,18,\N
102,1,2,\N
110,35,0,\N
159,18,0,\N
157,48,0,\N
90,42,0,\N
78,45,0,\N
84,34,0,\N
161,48,0,\N
146,49,0,\N
160,45,0,\N
162,42,0,\N
88,49,0,\N
148,44,0,\N
164,39,0,\N
117,1,2,1
95,6,3,2
145,22,9,3
137,32,10,4
94,18,11,5
159,18,15,6
129,27,24,7
138,32,16,8
118,21,19,9
123,3,7,10
139,22,26,11
92,46,21,12
127,37,6,\N
84,34,20,\N
77,6,4,\N
103,33,13,\N
112,33,12,\N
156,25,18,\N
131,34,14,\N
55,25,22,\N
78,45,17,\N
119,3,5,\N
122,37,8,\N
110,35,25,\N
102,1,1,\N
90,42,23,\N
163,27,0,\N
158,21,0,\N
99,39,0,\N
157,48,0,\N
140,46,0,\N
133,35,0,\N
148,44,0,\N
160,45,0,\N
114,39,0,\N
146,49,0,\N
162,42,0,\N
88,49,0,\N
161,48,0,\N
102,1,1,1
117,1,2,2
95,6,3,3
119,3,5,4
137,32,8,5
118,21,17,6
110,35,21,7
84,34,12,8
94,18,13,9
55,25,10,10
163,27,23,11
158,21,25,12
131,34,16,\N
138,32,18,\N
122,37,22,\N
127,37,14,\N
139,22,9,\N
112,33,15,\N
156,25,19,\N
77,6,4,\N
140,46,24,\N
145,22,7,\N
123,3,6,\N
133,35,20,\N
105,33,26,\N
129,27,11,\N
159,18,0,\N
92,46,0,\N
157,48,0,\N
161,48,0,\N
114,39,0,\N
78,45,0,\N
99,39,0,\N
160,45,0,\N
90,42,0,\N
162,42,0,\N
148,44,0,\N
88,49,0,\N
95,6,12,1
102,1,2,2
123,3,4,3
117,1,5,4
158,21,16,5
137,32,17,6
133,35,3,7
139,22,25,8
55,25,11,9
118,21,9,10
131,34,8,11
84,34,15,12
156,25,19,13
159,18,23,\N
77,6,6,\N
119,3,1,\N
140,46,24,\N
145,22,7,\N
92,46,21,\N
138,32,20,\N
127,37,13,\N
122,37,14,\N
105,33,26,\N
160,45,22,\N
94,18,10,\N
110,35,18,\N
163,27,0,\N
129,27,0,\N
157,48,0,\N
161,48,0,\N
78,45,0,\N
112,33,0,\N
114,39,0,\N
146,49,0,\N
99,39,0,\N
90,42,0,\N
148,44,0,\N
88,49,0,\N
162,42,0,\N
102,1,1,1
117,1,2,2
95,6,6,3
123,3,4,4
145,22,7,5
118,21,10,6
127,37,9,7
140,46,15,8
94,18,14,9
139,22,13,10
110,35,18,11
122,37,19,12
129,27,26,13
156,25,21,14
159,18,25,15
112,33,11,16
158,21,24,\N
92,46,23,\N
119,3,5,\N
105,33,22,\N
133,35,12,\N
84,34,20,\N
77,6,3,\N
131,34,8,\N
163,27,17,\N
65,25,16,\N
138,32,0,\N
137,32,0,\N
157,48,0,\N
162,48,0,\N
78,45,0,\N
160,45,0,\N
90,42,0,\N
99,39,0,\N
146,49,0,\N
88,49,0,\N
114,39,0,\N
148,44,0,\N
134,42,0,\N
117,1,4,1
77,6,2,2
123,3,6,3
119,3,5,4
55,25,10,5
84,34,12,6
94,18,15,7
159,18,26,8
163,27,23,9
138,32,19,10
133,35,20,11
110,35,17,\N
102,1,1,\N
95,6,3,\N
92,46,22,\N
145,22,8,\N
122,37,18,\N
129,27,21,\N
137,32,11,\N
156,25,14,\N
118,21,16,\N
78,45,24,\N
105,33,13,\N
127,37,25,\N
112,33,7,\N
139,22,9,\N
131,34,0,\N
158,21,0,\N
157,48,0,\N
162,48,0,\N
140,46,0,\N
99,39,0,\N
90,42,0,\N
160,45,0,\N
146,49,0,\N
88,49,0,\N
165,44,0,\N
114,39,0,\N
134,42,0,\N
77,6,2,1
117,1,4,2
140,46,12,3
145,22,13,4
94,18,5,5
156,25,18,6
138,32,25,7
84,34,10,8
112,33,17,9
127,37,14,10
105,33,21,11
159,18,9,12
163,27,23,13
131,34,11,14
119,3,6,\N
123,3,8,\N
102,1,1,\N
95,6,3,\N
118,21,22,\N
137,32,20,\N
133,35,7,\N
139,22,16,\N
122,37,24,\N
158,21,26,\N
110,35,19,\N
90,42,15,\N
65,25,0,\N
129,27,0,\N
162,48,0,\N
157,48,0,\N
114,39,0,\N
109,46,0,\N
160,45,0,\N
165,44,0,\N
99,39,0,\N
78,45,0,\N
88,49,0,\N
146,49,0,\N
134,42,0,\N
102,1,1,1
77,6,2,2
117,1,3,3
55,25,9,4
119,3,6,5
112,33,5,6
110,35,15,7
137,32,7,8
118,21,16,9
156,25,13,10
158,21,22,\N
139,22,10,\N
133,35,23,\N
84,34,8,\N
127,37,26,\N
159,18,20,\N
123,3,21,\N
129,27,24,\N
94,18,4,\N
122,37,19,\N
109,46,17,\N
160,45,25,\N
145,22,14,\N
131,34,12,\N
78,45,11,\N
138,32,18,\N
163,27,0,\N
162,48,0,\N
148,48,0,\N
99,39,0,\N
140,46,0,\N
90,42,0,\N
105,33,0,\N
88,49,0,\N
114,39,0,\N
146,49,0,\N
165,44,0,\N
134,42,0,\N
145,22,6,1
119,3,5,2
123,3,7,3
137,32,11,4
84,34,13,5
118,21,25,6
127,37,20,7
158,21,24,8
133,35,15,9
110,35,16,10
102,1,1,\N
117,1,2,\N
131,34,9,\N
95,6,4,\N
138,32,12,\N
55,25,18,\N
112,33,8,\N
77,6,3,\N
139,22,22,\N
129,27,23,\N
122,37,17,\N
78,45,10,\N
156,25,26,\N
146,49,21,\N
159,18,14,\N
147,18,19,\N
163,27,0,\N
105,33,0,\N
162,48,0,\N
92,48,0,\N
160,45,0,\N
90,42,0,\N
140,46,0,\N
88,49,0,\N
165,44,0,\N
109,46,0,\N
99,39,0,\N
114,39,0,\N
134,42,0,\N
123,3,5,1
145,22,4,2
119,3,6,3
138,32,23,4
139,22,13,5
94,18,3,6
127,37,25,7
131,34,8,8
158,21,22,\N
109,46,17,\N
129,27,24,\N
137,32,18,\N
160,45,21,\N
95,6,7,\N
102,1,1,\N
133,35,10,\N
122,37,16,\N
110,35,9,\N
84,34,12,\N
118,21,20,\N
112,33,19,\N
77,6,14,\N
55,25,15,\N
163,27,26,\N
117,1,2,\N
78,45,11,\N
156,25,0,\N
159,18,0,\N
92,48,0,\N
162,48,0,\N
140,46,0,\N
105,33,0,\N
146,49,0,\N
90,42,0,\N
165,44,0,\N
88,49,0,\N
114,39,0,\N
99,39,0,\N
134,42,0,\N
117,1,3,1
77,6,4,2
137,32,5,3
118,21,11,4
105,6,6,5
138,32,10,6
123,22,7,7
158,21,15,8
140,27,21,9
110,48,14,\N
156,25,22,\N
159,18,20,\N
112,33,16,\N
99,42,25,\N
166,39,19,\N
114,33,17,\N
102,1,1,\N
163,27,18,\N
131,44,24,\N
95,3,2,\N
145,22,12,\N
119,3,8,\N
122,37,9,\N
167,18,23,\N
127,37,13,\N
165,44,26,\N
141,25,0,\N
160,49,0,\N
78,45,0,\N
146,49,0,\N
133,35,0,\N
102,1,1,1
117,1,2,2
137,32,3,3
123,22,8,4
77,6,5,5
145,22,4,6
158,21,7,7
138,32,12,8
118,21,14,9
166,39,13,10
159,18,18,11
114,33,19,12
119,3,6,13
156,25,23,14
127,37,20,15
167,18,22,16
112,33,15,17
105,6,10,18
131,44,26,\N
141,25,21,\N
95,3,11,\N
99,42,17,\N
133,35,24,\N
160,49,25,\N
122,37,9,\N
110,48,16,\N
78,45,0,\N
165,44,0,\N
140,27,0,\N
163,27,0,\N
117,1,2,1
77,6,3,2
105,6,4,3
118,21,7,4
156,25,10,5
119,3,8,6
114,33,21,7
123,22,16,8
78,45,25,9
122,37,22,10
102,1,1,\N
112,33,13,\N
127,37,14,\N
160,49,23,\N
145,22,6,\N
159,18,15,\N
95,3,5,\N
110,48,19,\N
163,27,20,\N
165,44,18,\N
158,21,9,\N
140,27,26,\N
99,42,24,\N
137,32,11,\N
133,35,17,\N
166,39,12,\N
138,32,0,\N
146,49,0,\N
167,18,0,\N
141,25,0,\N
131,44,0,\N
117,1,2,1
102,1,1,2
77,6,3,3
105,6,5,4
118,21,9,5
158,21,7,6
145,22,8,7
123,22,11,8
114,33,22,9
140,27,24,10
159,18,25,11
166,39,19,12
165,44,26,13
99,42,21,14
160,49,18,15
122,37,10,16
137,32,4,\N
110,48,12,\N
138,32,6,\N
95,3,14,\N
146,49,15,\N
119,3,17,\N
163,27,20,\N
133,35,23,\N
127,37,16,\N
112,33,13,\N
167,18,0,\N
156,25,0,\N
78,45,0,\N
141,25,0,\N
131,44,0,\N
102,1,1,1
117,1,2,2
123,22,7,3
137,32,6,4
122,37,14,5
156,25,19,6
118,21,16,7
99,42,26,8
110,48,12,9
112,33,17,10
138,32,13,11
131,44,15,12
159,18,21,13
160,49,22,14
127,37,18,\N
166,39,10,\N
163,27,20,\N
105,6,4,\N
119,3,11,\N
158,21,8,\N
95,3,9,\N
140,27,25,\N
77,6,3,\N
145,22,5,\N
165,44,24,\N
141,25,23,\N
167,18,0,\N
78,45,0,\N
114,33,0,\N
146,49,0,\N
133,35,0,\N
102,1,1,1
117,1,4,2
123,22,5,3
110,48,12,4
156,25,17,5
94,18,16,6
114,33,24,7
133,35,21,8
141,25,22,9
159,18,25,\N
112,33,14,\N
131,44,19,\N
105,6,3,\N
163,27,20,\N
127,37,13,\N
119,3,10,\N
137,32,8,\N
165,44,23,\N
118,21,9,\N
95,3,6,\N
166,39,11,\N
145,22,7,\N
158,21,15,\N
78,45,26,\N
77,6,2,\N
140,27,18,\N
122,37,0,\N
138,32,0,\N
146,49,0,\N
160,49,0,\N
99,42,0,\N
117,1,1,1
102,1,2,2
105,6,4,3
77,6,3,4
137,32,7,5
145,22,6,6
138,32,8,7
127,37,16,8
122,37,10,9
110,48,12,10
158,21,13,11
133,35,14,12
114,33,19,13
131,44,20,14
94,18,22,15
159,18,25,\N
165,44,26,\N
78,45,24,\N
146,49,21,\N
95,3,9,\N
112,33,18,\N
156,25,23,\N
119,3,15,\N
123,22,5,\N
166,39,17,\N
118,21,11,\N
163,27,0,\N
141,25,0,\N
140,27,0,\N
99,42,0,\N
160,49,0,\N
102,1,3,1
95,3,11,2
145,22,8,3
127,37,5,4
137,32,7,5
118,21,9,6
158,21,13,7
119,3,15,8
77,6,1,9
138,32,10,10
133,35,21,11
131,44,20,12
114,33,23,13
112,33,22,14
94,18,19,15
141,25,24,16
105,6,2,17
163,27,25,18
78,45,26,19
123,22,12,\N
122,37,6,\N
117,1,4,\N
156,25,17,\N
110,48,14,\N
166,39,16,\N
159,18,18,\N
165,44,0,\N
160,49,0,\N
140,27,0,\N
146,49,0,\N
99,42,0,\N
102,1,1,1
117,1,2,2
77,6,3,3
105,6,4,4
122,37,7,5
123,22,9,6
118,21,12,7
127,37,10,8
138,32,8,9
158,21,15,10
156,25,24,11
146,49,22,12
110,48,14,13
160,49,23,14
133,35,19,15
165,44,26,16
163,27,17,17
145,22,6,18
114,33,21,19
166,39,16,\N
119,3,13,\N
78,45,18,\N
95,3,11,\N
131,44,25,\N
112,33,20,\N
137,32,5,\N
159,18,0,\N
140,27,0,\N
141,25,0,\N
94,18,0,\N
99,42,0,\N
102,1,1,1
117,1,7,2
123,22,3,3
77,6,9,4
127,37,8,5
119,3,6,6
138,32,19,7
137,32,13,8
114,33,17,9
159,18,11,10
131,44,26,11
112,33,20,12
99,42,22,13
118,21,12,\N
95,3,2,\N
158,21,14,\N
105,6,15,\N
163,27,25,\N
110,48,18,\N
145,22,5,\N
133,35,10,\N
140,27,24,\N
94,18,16,\N
166,39,23,\N
122,37,4,\N
156,25,21,\N
165,44,0,\N
146,49,0,\N
141,25,0,\N
160,49,0,\N
78,45,0,\N
102,1,1,1
117,1,2,2
122,37,14,3
137,32,9,4
118,21,10,5
158,21,11,6
84,3,12,7
133,35,15,8
112,33,16,9
166,39,18,10
140,27,20,11
156,25,21,12
146,49,25,13
123,22,6,\N
145,22,7,\N
99,42,22,\N
105,6,4,\N
119,3,5,\N
127,37,13,\N
160,49,24,\N
138,32,8,\N
78,45,26,\N
77,6,3,\N
114,33,23,\N
110,48,19,\N
163,27,17,\N
159,18,0,\N
94,18,0,\N
131,44,0,\N
141,25,0,\N
165,44,0,\N
77,6,3,1
105,6,4,2
